"data";"tipo_teste";"testes_negativos";"testes_positivos";"testes_inconclusivos"
2020-07-05;"TESTE RÁPIDO - ANTICORPO";6140;4313;6140
2020-07-05;"TESTE RÁPIDO - ANTÍGENO";559;382;559
2020-07-05;NA;0;0;0
2020-07-06;"Enzimaimunoensaio  ELISA";6;5;6
2020-07-06;"Enzimaimunoensaio - ELISA IgM";285;296;285
2020-07-06;"Imunoensaio por Eletroquimioluminescência  ECLIA";41;13;41
2020-07-06;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";424;426;424
2020-07-06;"Quimioluminescência - CLIA";1;3;1
2020-07-06;"RT-PCR";12077;11872;12077
2020-07-06;"TESTE RÁPIDO - ANTICORPO";54241;25112;54241
2020-07-06;"TESTE RÁPIDO - ANTÍGENO";3809;2274;3809
2020-07-06;NA;1;0;1
2020-07-07;"Enzimaimunoensaio  ELISA";24;14;24
2020-07-07;"Enzimaimunoensaio - ELISA IgM";355;328;355
2020-07-07;"Imunoensaio por Eletroquimioluminescência  ECLIA";119;23;119
2020-07-07;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";485;402;485
2020-07-07;"Quimioluminescência - CLIA";3;4;3
2020-07-07;"RT-PCR";11676;11319;11676
2020-07-07;"TESTE RÁPIDO - ANTICORPO";49914;23154;49914
2020-07-07;"TESTE RÁPIDO - ANTÍGENO";4334;2205;4334
2020-07-07;NA;1;0;1
2020-07-08;"Enzimaimunoensaio  ELISA";33;4;33
2020-07-08;"Enzimaimunoensaio - ELISA IgM";353;304;353
2020-07-08;"Imunoensaio por Eletroquimioluminescência  ECLIA";119;14;119
2020-07-08;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";517;405;517
2020-07-08;"Quimioluminescência - CLIA";3;5;3
2020-07-08;"RT-PCR";11885;11163;11885
2020-07-08;"TESTE RÁPIDO - ANTICORPO";62293;23760;62293
2020-07-08;"TESTE RÁPIDO - ANTÍGENO";4058;2062;4058
2020-07-08;NA;0;1;0
2020-07-09;"Enzimaimunoensaio  ELISA";7;6;7
2020-07-09;"Enzimaimunoensaio - ELISA IgM";460;275;460
2020-07-09;"Imunoensaio por Eletroquimioluminescência  ECLIA";74;12;74
2020-07-09;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";700;369;700
2020-07-09;"Quimioluminescência - CLIA";1;8;1
2020-07-09;"RT-PCR";11061;10134;11061
2020-07-09;"TESTE RÁPIDO - ANTICORPO";45515;21596;45515
2020-07-09;"TESTE RÁPIDO - ANTÍGENO";3778;2184;3778
2020-07-09;NA;0;0;0
2020-07-10;"Enzimaimunoensaio  ELISA";63;8;63
2020-07-10;"Enzimaimunoensaio - ELISA IgM";614;326;614
2020-07-10;"Imunoensaio por Eletroquimioluminescência  ECLIA";37;21;37
2020-07-10;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";452;562;452
2020-07-10;"Quimioluminescência - CLIA";6;10;6
2020-07-10;"RT-PCR";11604;10660;11604
2020-07-10;"TESTE RÁPIDO - ANTICORPO";45494;22281;45494
2020-07-10;"TESTE RÁPIDO - ANTÍGENO";3717;1908;3717
2020-07-10;NA;0;0;0
2020-07-11;"Enzimaimunoensaio  ELISA";16;2;16
2020-07-11;"Enzimaimunoensaio - ELISA IgM";424;236;424
2020-07-11;"Imunoensaio por Eletroquimioluminescência  ECLIA";28;2;28
2020-07-11;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";164;250;164
2020-07-11;"Quimioluminescência - CLIA";1;1;1
2020-07-11;"RT-PCR";3565;4159;3565
2020-07-11;"TESTE RÁPIDO - ANTICORPO";13740;7176;13740
2020-07-11;"TESTE RÁPIDO - ANTÍGENO";1376;848;1376
2020-07-11;NA;0;0;0
2020-07-12;"Enzimaimunoensaio  ELISA";11;2;11
2020-07-12;"Enzimaimunoensaio - ELISA IgM";372;158;372
2020-07-12;"Imunoensaio por Eletroquimioluminescência  ECLIA";6;2;6
2020-07-12;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";69;87;69
2020-07-12;"Quimioluminescência - CLIA";0;2;0
2020-07-12;"RT-PCR";3221;3714;3221
2020-07-12;"TESTE RÁPIDO - ANTICORPO";7583;4428;7583
2020-07-12;"TESTE RÁPIDO - ANTÍGENO";600;545;600
2020-07-12;NA;0;1;0
2020-07-13;"Enzimaimunoensaio  ELISA";21;7;21
2020-07-13;"Enzimaimunoensaio - ELISA IgM";501;494;501
2020-07-13;"Imunoensaio por Eletroquimioluminescência  ECLIA";69;14;69
2020-07-13;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";550;523;550
2020-07-13;"Quimioluminescência - CLIA";13;10;13
2020-07-13;"RT-PCR";12986;12439;12986
2020-07-13;"TESTE RÁPIDO - ANTICORPO";59245;27461;59245
2020-07-13;"TESTE RÁPIDO - ANTÍGENO";3592;2476;3592
2020-07-13;NA;0;0;0
2020-07-14;"Enzimaimunoensaio  ELISA";60;11;60
2020-07-14;"Enzimaimunoensaio - ELISA IgM";452;323;452
2020-07-14;"Imunoensaio por Eletroquimioluminescência  ECLIA";37;24;37
2020-07-14;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";533;544;533
2020-07-14;"Quimioluminescência - CLIA";2;10;2
2020-07-14;"RT-PCR";11666;10420;11666
2020-07-14;"TESTE RÁPIDO - ANTICORPO";55001;24294;55001
2020-07-14;"TESTE RÁPIDO - ANTÍGENO";3304;2221;3304
2020-07-14;NA;0;0;0
2020-07-15;"Enzimaimunoensaio  ELISA";62;19;62
2020-07-15;"Enzimaimunoensaio - ELISA IgM";426;340;426
2020-07-15;"Imunoensaio por Eletroquimioluminescência  ECLIA";145;34;145
2020-07-15;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";689;683;689
2020-07-15;"Quimioluminescência - CLIA";5;23;5
2020-07-15;"RT-PCR";11870;11089;11870
2020-07-15;"TESTE RÁPIDO - ANTICORPO";43712;22169;43712
2020-07-15;"TESTE RÁPIDO - ANTÍGENO";3214;2341;3214
2020-07-15;NA;0;0;0
2020-07-16;"Enzimaimunoensaio  ELISA";20;5;20
2020-07-16;"Enzimaimunoensaio - ELISA IgM";435;299;435
2020-07-16;"Imunoensaio por Eletroquimioluminescência  ECLIA";71;30;71
2020-07-16;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";531;395;531
2020-07-16;"Quimioluminescência - CLIA";2;19;2
2020-07-16;"RT-PCR";10800;9585;10800
2020-07-16;"TESTE RÁPIDO - ANTICORPO";36113;19400;36113
2020-07-16;"TESTE RÁPIDO - ANTÍGENO";2881;2048;2881
2020-07-16;NA;0;1;0
2020-07-17;"Enzimaimunoensaio  ELISA";28;11;28
2020-07-17;"Enzimaimunoensaio - ELISA IgM";640;331;640
2020-07-17;"Imunoensaio por Eletroquimioluminescência  ECLIA";29;9;29
2020-07-17;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";541;498;541
2020-07-17;"Quimioluminescência - CLIA";6;23;6
2020-07-17;"RT-PCR";10360;8820;10360
2020-07-17;"TESTE RÁPIDO - ANTICORPO";47892;21036;47892
2020-07-17;"TESTE RÁPIDO - ANTÍGENO";2225;1994;2225
2020-07-17;NA;0;0;0
2020-07-18;"Enzimaimunoensaio  ELISA";18;3;18
2020-07-18;"Enzimaimunoensaio - ELISA IgM";368;159;368
2020-07-18;"Imunoensaio por Eletroquimioluminescência  ECLIA";11;7;11
2020-07-18;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";107;140;107
2020-07-18;"Quimioluminescência - CLIA";2;2;2
2020-07-18;"RT-PCR";4055;3877;4055
2020-07-18;"TESTE RÁPIDO - ANTICORPO";26900;9015;26900
2020-07-18;"TESTE RÁPIDO - ANTÍGENO";786;950;786
2020-07-18;NA;0;1;0
2020-07-19;"Enzimaimunoensaio  ELISA";44;11;44
2020-07-19;"Enzimaimunoensaio - ELISA IgM";66;62;66
2020-07-19;"Imunoensaio por Eletroquimioluminescência  ECLIA";2;1;2
2020-07-19;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";27;39;27
2020-07-19;"Quimioluminescência - CLIA";0;1;0
2020-07-19;"RT-PCR";3500;3577;3500
2020-07-19;"TESTE RÁPIDO - ANTICORPO";6675;4054;6675
2020-07-19;"TESTE RÁPIDO - ANTÍGENO";469;558;469
2020-07-19;NA;0;0;0
2020-07-20;"Enzimaimunoensaio  ELISA";57;6;57
2020-07-20;"Enzimaimunoensaio - ELISA IgM";315;272;315
2020-07-20;"Imunoensaio por Eletroquimioluminescência  ECLIA";51;31;51
2020-07-20;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";512;375;512
2020-07-20;"Quimioluminescência - CLIA";5;8;5
2020-07-20;"RT-PCR";12125;12796;12125
2020-07-20;"TESTE RÁPIDO - ANTICORPO";38645;22001;38645
2020-07-20;"TESTE RÁPIDO - ANTÍGENO";2578;2046;2578
2020-07-20;NA;0;1;0
2020-07-21;"Enzimaimunoensaio  ELISA";71;7;71
2020-07-21;"Enzimaimunoensaio - ELISA IgM";574;424;574
2020-07-21;"Imunoensaio por Eletroquimioluminescência  ECLIA";39;17;39
2020-07-21;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";919;786;919
2020-07-21;"Quimioluminescência - CLIA";10;9;10
2020-07-21;"RT-PCR";16538;15732;16538
2020-07-21;"TESTE RÁPIDO - ANTICORPO";56561;28954;56561
2020-07-21;"TESTE RÁPIDO - ANTÍGENO";4348;3234;4348
2020-07-21;NA;0;0;0
2020-07-22;"Enzimaimunoensaio  ELISA";55;27;55
2020-07-22;"Enzimaimunoensaio - ELISA IgM";339;352;339
2020-07-22;"Imunoensaio por Eletroquimioluminescência  ECLIA";78;16;78
2020-07-22;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";901;575;901
2020-07-22;"Quimioluminescência - CLIA";25;5;25
2020-07-22;"RT-PCR";15271;13870;15271
2020-07-22;"TESTE RÁPIDO - ANTICORPO";48941;25302;48941
2020-07-22;"TESTE RÁPIDO - ANTÍGENO";3775;2851;3775
2020-07-22;NA;0;0;0
2020-07-23;"Enzimaimunoensaio  ELISA";30;19;30
2020-07-23;"Enzimaimunoensaio - ELISA IgM";576;414;576
2020-07-23;"Imunoensaio por Eletroquimioluminescência  ECLIA";66;26;66
2020-07-23;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";879;533;879
2020-07-23;"Quimioluminescência - CLIA";44;9;44
2020-07-23;"RT-PCR";15661;13353;15661
2020-07-23;"TESTE RÁPIDO - ANTICORPO";48087;23258;48087
2020-07-23;"TESTE RÁPIDO - ANTÍGENO";3546;2592;3546
2020-07-23;NA;0;0;0
2020-07-24;"Enzimaimunoensaio  ELISA";52;27;52
2020-07-24;"Enzimaimunoensaio - ELISA IgM";508;416;508
2020-07-24;"Imunoensaio por Eletroquimioluminescência  ECLIA";31;19;31
2020-07-24;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";871;551;871
2020-07-24;"Quimioluminescência - CLIA";11;14;11
2020-07-24;"RT-PCR";14705;12111;14705
2020-07-24;"TESTE RÁPIDO - ANTICORPO";45055;22689;45055
2020-07-24;"TESTE RÁPIDO - ANTÍGENO";3416;2391;3416
2020-07-24;NA;0;0;0
2020-07-25;"Enzimaimunoensaio  ELISA";17;4;17
2020-07-25;"Enzimaimunoensaio - ELISA IgM";202;149;202
2020-07-25;"Imunoensaio por Eletroquimioluminescência  ECLIA";34;21;34
2020-07-25;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";140;178;140
2020-07-25;"Quimioluminescência - CLIA";1;4;1
2020-07-25;"RT-PCR";6327;4850;6327
2020-07-25;"TESTE RÁPIDO - ANTICORPO";13361;7423;13361
2020-07-25;"TESTE RÁPIDO - ANTÍGENO";1263;825;1263
2020-07-25;NA;0;0;0
2020-07-26;"Enzimaimunoensaio  ELISA";39;2;39
2020-07-26;"Enzimaimunoensaio - ELISA IgM";332;100;332
2020-07-26;"Imunoensaio por Eletroquimioluminescência  ECLIA";6;2;6
2020-07-26;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";56;54;56
2020-07-26;"Quimioluminescência - CLIA";0;1;0
2020-07-26;"RT-PCR";3273;3740;3273
2020-07-26;"TESTE RÁPIDO - ANTICORPO";7697;4006;7697
2020-07-26;"TESTE RÁPIDO - ANTÍGENO";766;521;766
2020-07-26;NA;0;0;0
2020-07-27;"Enzimaimunoensaio  ELISA";87;30;87
2020-07-27;"Enzimaimunoensaio - ELISA IgM";450;544;450
2020-07-27;"Imunoensaio por Eletroquimioluminescência  ECLIA";38;22;38
2020-07-27;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";833;628;833
2020-07-27;"Quimioluminescência - CLIA";10;14;10
2020-07-27;"RT-PCR";18091;14601;18091
2020-07-27;"TESTE RÁPIDO - ANTICORPO";49832;26756;49832
2020-07-27;"TESTE RÁPIDO - ANTÍGENO";3912;2965;3912
2020-07-27;NA;0;0;0
2020-07-28;"Enzimaimunoensaio  ELISA";24;16;24
2020-07-28;"Enzimaimunoensaio - ELISA IgM";649;499;649
2020-07-28;"Imunoensaio por Eletroquimioluminescência  ECLIA";44;30;44
2020-07-28;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";764;746;764
2020-07-28;"Quimioluminescência - CLIA";42;23;42
2020-07-28;"RT-PCR";15928;12541;15928
2020-07-28;"TESTE RÁPIDO - ANTICORPO";50722;24266;50722
2020-07-28;"TESTE RÁPIDO - ANTÍGENO";3538;2660;3538
2020-07-28;NA;1;0;1
2020-07-29;"Enzimaimunoensaio  ELISA";61;28;61
2020-07-29;"Enzimaimunoensaio - ELISA IgM";714;612;714
2020-07-29;"Imunoensaio por Eletroquimioluminescência  ECLIA";38;22;38
2020-07-29;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";683;552;683
2020-07-29;"Quimioluminescência - CLIA";23;19;23
2020-07-29;"RT-PCR";14940;11642;14940
2020-07-29;"TESTE RÁPIDO - ANTICORPO";58142;24877;58142
2020-07-29;"TESTE RÁPIDO - ANTÍGENO";3590;2385;3590
2020-07-29;NA;0;2;0
2020-07-30;"Enzimaimunoensaio  ELISA";46;13;46
2020-07-30;"Enzimaimunoensaio - ELISA IgM";558;645;558
2020-07-30;"Imunoensaio por Eletroquimioluminescência  ECLIA";47;17;47
2020-07-30;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";736;548;736
2020-07-30;"Quimioluminescência - CLIA";121;34;121
2020-07-30;"RT-PCR";16006;11275;16006
2020-07-30;"TESTE RÁPIDO - ANTICORPO";58981;24393;58981
2020-07-30;"TESTE RÁPIDO - ANTÍGENO";3459;2331;3459
2020-07-30;NA;0;0;0
2020-07-31;"Enzimaimunoensaio  ELISA";26;49;26
2020-07-31;"Enzimaimunoensaio - ELISA IgM";510;404;510
2020-07-31;"Imunoensaio por Eletroquimioluminescência  ECLIA";50;21;50
2020-07-31;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";909;516;909
2020-07-31;"Quimioluminescência - CLIA";14;14;14
2020-07-31;"RT-PCR";16329;10788;16329
2020-07-31;"TESTE RÁPIDO - ANTICORPO";56698;23678;56698
2020-07-31;"TESTE RÁPIDO - ANTÍGENO";3399;2284;3399
2020-07-31;NA;1;0;1
2020-08-01;"Enzimaimunoensaio  ELISA";19;6;19
2020-08-01;"Enzimaimunoensaio - ELISA IgM";280;157;280
2020-08-01;"Imunoensaio por Eletroquimioluminescência  ECLIA";31;5;31
2020-08-01;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";205;182;205
2020-08-01;"Quimioluminescência - CLIA";38;23;38
2020-08-01;"RT-PCR";6170;4523;6170
2020-08-01;"TESTE RÁPIDO - ANTICORPO";22844;7653;22844
2020-08-01;"TESTE RÁPIDO - ANTÍGENO";1502;881;1502
2020-08-01;NA;0;0;0
2020-08-02;"Enzimaimunoensaio  ELISA";14;2;14
2020-08-02;"Enzimaimunoensaio - ELISA IgM";70;72;70
2020-08-02;"Imunoensaio por Eletroquimioluminescência  ECLIA";6;4;6
2020-08-02;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";209;128;209
2020-08-02;"Quimioluminescência - CLIA";12;6;12
2020-08-02;"RT-PCR";4227;3656;4227
2020-08-02;"TESTE RÁPIDO - ANTICORPO";7144;3554;7144
2020-08-02;"TESTE RÁPIDO - ANTÍGENO";641;484;641
2020-08-03;"Enzimaimunoensaio  ELISA";89;21;89
2020-08-03;"Enzimaimunoensaio - ELISA IgM";569;617;569
2020-08-03;"Imunoensaio por Eletroquimioluminescência  ECLIA";93;36;93
2020-08-03;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";977;553;977
2020-08-03;"Quimioluminescência - CLIA";19;9;19
2020-08-03;"RT-PCR";19766;13875;19766
2020-08-03;"TESTE RÁPIDO - ANTICORPO";46398;23677;46398
2020-08-03;"TESTE RÁPIDO - ANTÍGENO";4165;3099;4165
2020-08-03;NA;1;0;1
2020-08-04;"Enzimaimunoensaio  ELISA";35;33;35
2020-08-04;"Enzimaimunoensaio - ELISA IgM";609;397;609
2020-08-04;"Imunoensaio por Eletroquimioluminescência  ECLIA";384;49;384
2020-08-04;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";587;677;587
2020-08-04;"Quimioluminescência - CLIA";43;26;43
2020-08-04;"RT-PCR";18157;11959;18157
2020-08-04;"TESTE RÁPIDO - ANTICORPO";45456;23515;45456
2020-08-04;"TESTE RÁPIDO - ANTÍGENO";4041;3019;4041
2020-08-04;NA;0;0;0
2020-08-05;"Enzimaimunoensaio  ELISA";36;71;36
2020-08-05;"Enzimaimunoensaio - ELISA IgM";518;391;518
2020-08-05;"Imunoensaio por Eletroquimioluminescência  ECLIA";97;90;97
2020-08-05;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";1180;643;1180
2020-08-05;"Quimioluminescência - CLIA";49;41;49
2020-08-05;"RT-PCR";18548;11074;18548
2020-08-05;"TESTE RÁPIDO - ANTICORPO";41074;21082;41074
2020-08-05;"TESTE RÁPIDO - ANTÍGENO";3746;2352;3746
2020-08-05;NA;0;0;0
2020-08-06;"Enzimaimunoensaio  ELISA";51;37;51
2020-08-06;"Enzimaimunoensaio - ELISA IgM";418;448;418
2020-08-06;"Imunoensaio por Eletroquimioluminescência  ECLIA";31;27;31
2020-08-06;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";825;570;825
2020-08-06;"Quimioluminescência - CLIA";39;22;39
2020-08-06;"RT-PCR";17718;10605;17718
2020-08-06;"TESTE RÁPIDO - ANTICORPO";45318;21810;45318
2020-08-06;"TESTE RÁPIDO - ANTÍGENO";3663;2476;3663
2020-08-06;NA;1;1;1
2020-08-07;"Enzimaimunoensaio  ELISA";42;36;42
2020-08-07;"Enzimaimunoensaio - ELISA IgM";407;354;407
2020-08-07;"Imunoensaio por Eletroquimioluminescência  ECLIA";86;40;86
2020-08-07;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";717;410;717
2020-08-07;"Quimioluminescência - CLIA";42;23;42
2020-08-07;"RT-PCR";15511;9924;15511
2020-08-07;"TESTE RÁPIDO - ANTICORPO";54248;20619;54248
2020-08-07;"TESTE RÁPIDO - ANTÍGENO";3612;2518;3612
2020-08-07;NA;0;0;0
2020-08-08;"Enzimaimunoensaio  ELISA";48;22;48
2020-08-08;"Enzimaimunoensaio - ELISA IgM";172;103;172
2020-08-08;"Imunoensaio por Eletroquimioluminescência  ECLIA";26;5;26
2020-08-08;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";190;145;190
2020-08-08;"Quimioluminescência - CLIA";30;11;30
2020-08-08;"RT-PCR";5393;4143;5393
2020-08-08;"TESTE RÁPIDO - ANTICORPO";18959;7017;18959
2020-08-08;"TESTE RÁPIDO - ANTÍGENO";1495;852;1495
2020-08-08;NA;0;0;0
2020-08-09;"Enzimaimunoensaio  ELISA";4;3;4
2020-08-09;"Enzimaimunoensaio - ELISA IgM";52;53;52
2020-08-09;"Imunoensaio por Eletroquimioluminescência  ECLIA";5;4;5
2020-08-09;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";69;48;69
2020-08-09;"Quimioluminescência - CLIA";17;13;17
2020-08-09;"RT-PCR";3238;3136;3238
2020-08-09;"TESTE RÁPIDO - ANTICORPO";6310;3242;6310
2020-08-09;"TESTE RÁPIDO - ANTÍGENO";586;376;586
2020-08-09;NA;0;0;0
2020-08-10;"Enzimaimunoensaio  ELISA";43;65;43
2020-08-10;"Enzimaimunoensaio - ELISA IgM";520;642;520
2020-08-10;"Imunoensaio por Eletroquimioluminescência  ECLIA";57;27;57
2020-08-10;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";785;513;785
2020-08-10;"Quimioluminescência - CLIA";19;24;19
2020-08-10;"RT-PCR";21086;13539;21086
2020-08-10;"TESTE RÁPIDO - ANTICORPO";56489;23482;56489
2020-08-10;"TESTE RÁPIDO - ANTÍGENO";3877;2762;3877
2020-08-10;NA;0;0;0
2020-08-11;"Enzimaimunoensaio  ELISA";44;51;44
2020-08-11;"Enzimaimunoensaio - ELISA IgM";363;1024;363
2020-08-11;"Imunoensaio por Eletroquimioluminescência  ECLIA";66;43;66
2020-08-11;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";815;549;815
2020-08-11;"Quimioluminescência - CLIA";59;34;59
2020-08-11;"RT-PCR";19297;11635;19297
2020-08-11;"TESTE RÁPIDO - ANTICORPO";53798;23568;53798
2020-08-11;"TESTE RÁPIDO - ANTÍGENO";4022;2758;4022
2020-08-11;NA;0;0;0
2020-08-12;"Enzimaimunoensaio  ELISA";42;35;42
2020-08-12;"Enzimaimunoensaio - ELISA IgM";340;680;340
2020-08-12;"Imunoensaio por Eletroquimioluminescência  ECLIA";57;38;57
2020-08-12;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";599;495;599
2020-08-12;"Quimioluminescência - CLIA";45;26;45
2020-08-12;"RT-PCR";19312;11327;19312
2020-08-12;"TESTE RÁPIDO - ANTICORPO";49030;20970;49030
2020-08-12;"TESTE RÁPIDO - ANTÍGENO";4123;3250;4123
2020-08-12;NA;0;0;0
2020-08-13;"Enzimaimunoensaio  ELISA";47;24;47
2020-08-13;"Enzimaimunoensaio - ELISA IgM";347;826;347
2020-08-13;"Imunoensaio por Eletroquimioluminescência  ECLIA";74;37;74
2020-08-13;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";761;432;761
2020-08-13;"Quimioluminescência - CLIA";41;39;41
2020-08-13;"RT-PCR";19868;11455;19868
2020-08-13;"TESTE RÁPIDO - ANTICORPO";50647;20337;50647
2020-08-13;"TESTE RÁPIDO - ANTÍGENO";3717;3016;3717
2020-08-13;NA;0;0;0
2020-08-14;"Enzimaimunoensaio  ELISA";20;29;20
2020-08-14;"Enzimaimunoensaio - ELISA IgM";334;337;334
2020-08-14;"Imunoensaio por Eletroquimioluminescência  ECLIA";65;36;65
2020-08-14;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";541;432;541
2020-08-14;"Quimioluminescência - CLIA";68;21;68
2020-08-14;"RT-PCR";18311;10461;18311
2020-08-14;"TESTE RÁPIDO - ANTICORPO";39632;18454;39632
2020-08-14;"TESTE RÁPIDO - ANTÍGENO";3710;3049;3710
2020-08-14;NA;0;0;0
2020-08-15;"Enzimaimunoensaio  ELISA";76;17;76
2020-08-15;"Enzimaimunoensaio - ELISA IgM";88;119;88
2020-08-15;"Imunoensaio por Eletroquimioluminescência  ECLIA";59;30;59
2020-08-15;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";212;139;212
2020-08-15;"Quimioluminescência - CLIA";26;20;26
2020-08-15;"RT-PCR";7537;4351;7537
2020-08-15;"TESTE RÁPIDO - ANTICORPO";13443;5571;13443
2020-08-15;"TESTE RÁPIDO - ANTÍGENO";1127;805;1127
2020-08-15;NA;0;0;0
2020-08-16;"Enzimaimunoensaio  ELISA";2;4;2
